stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0,00000] opening C:\Users\User\Documents\GitHub\SnakeGame\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0,15262] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,15311] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15373] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,15405] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15425] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,15446] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15488] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,15509] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15541] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,15571] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15597] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,15619] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15637] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,15655] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15674] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,15701] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15720] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,15748] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15765] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,15788] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15808] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,15829] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15861] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,15893] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15919] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,15948] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,15971] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,15999] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16021] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,16050] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16105] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,16129] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16176] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16201] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16230] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16253] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16275] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16299] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16319] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,16352] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16370] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,16391] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16409] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16427] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16443] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16466] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16489] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16506] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16531] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,16570] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16589] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,16606] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16623] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16647] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16672] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16695] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16714] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16801] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16844] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,16881] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16912] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,16946] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,16964] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,16987] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,17010] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,17034] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,17061] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,17088] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,17110] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,17168] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,17204] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0,17232] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,17260] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,17286] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,17312] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,17348] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0,17380] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0,17413] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0,17464] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0,17581] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0,17622] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0,52094] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0,65843] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0,65890] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0,65915] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0,65947] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0,65966] Returning d3d_display: 01039270
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0,65985] al_display=01039270
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0,66004] al_display->vt=010213D0
system   D            wsystem.c:819  maybe_parent_dir                 [   0,66041] Also searching C:\Users\User\Documents\GitHub\SnakeGame\
system   D            wsystem.c:874  _al_win_safe_load_library        [   0,66086] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:780  load_library_at_path             [   0,66109] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:783  load_library_at_path             [   0,66397] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0,66428] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0,66463] added dtor for queue 05671E70, func 7CA6170D
dtor     D               dtor.c:196  _al_register_destructor          [   0,66492] added dtor for bitmap 0562DA38, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,66573] added dtor for bitmap 0562DBD8, func 7CA617D0
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0,66894] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0,66921] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0,66940] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0,66959] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0,66981] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0,67001] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0,67019] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0,67038] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0,67057] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0,67076] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0,67097] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0,67116] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0,67137] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0,67224] added dtor for bitmap 0562DF28, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67280] added dtor for sub_bitmap 05629E88, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67306] added dtor for sub_bitmap 0562A028, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67327] added dtor for sub_bitmap 09B6D958, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67345] added dtor for sub_bitmap 09B6DAF8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67364] added dtor for sub_bitmap 09B6DC98, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67383] added dtor for sub_bitmap 09B6DE38, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67406] added dtor for sub_bitmap 09B6DFD8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67428] added dtor for sub_bitmap 09B6E178, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67456] added dtor for sub_bitmap 09B6E318, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67482] added dtor for sub_bitmap 09B6E4B8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67504] added dtor for sub_bitmap 09B6E658, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67525] added dtor for sub_bitmap 09B6E7F8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67549] added dtor for sub_bitmap 09B6E998, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67594] added dtor for sub_bitmap 09A9EEA0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67620] added dtor for sub_bitmap 09A9F398, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67639] added dtor for sub_bitmap 09A9F6E8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67659] added dtor for sub_bitmap 09A9F540, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67740] added dtor for sub_bitmap 09A9F890, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67773] added dtor for sub_bitmap 09A9FBE0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67797] added dtor for sub_bitmap 09A9FA38, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67823] added dtor for sub_bitmap 09A9F048, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67857] added dtor for sub_bitmap 09A9F1F0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67879] added dtor for sub_bitmap 056CC9A0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67900] added dtor for sub_bitmap 056CDD80, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67920] added dtor for sub_bitmap 056CDF28, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,67943] added dtor for sub_bitmap 056CD390, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68029] added dtor for sub_bitmap 056CC300, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68059] added dtor for sub_bitmap 056CDBD8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68084] added dtor for sub_bitmap 056CE0D0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68107] added dtor for sub_bitmap 056CC4A8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68130] added dtor for sub_bitmap 056CC650, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68157] added dtor for sub_bitmap 056CD888, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68181] added dtor for sub_bitmap 056CC7F8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68200] added dtor for sub_bitmap 056CCB48, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68240] added dtor for sub_bitmap 056CCCF0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68266] added dtor for sub_bitmap 056CDA30, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68287] added dtor for sub_bitmap 056CD6E0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68319] added dtor for sub_bitmap 056CD538, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68344] added dtor for sub_bitmap 056CCE98, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68375] added dtor for sub_bitmap 056CD040, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68409] added dtor for sub_bitmap 056CD1E8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68437] added dtor for sub_bitmap 09B70F48, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68462] added dtor for sub_bitmap 09B70BF8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68489] added dtor for sub_bitmap 09B70A50, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68509] added dtor for sub_bitmap 09B70DA0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68530] added dtor for sub_bitmap 09B71440, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68561] added dtor for sub_bitmap 09B710F0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68596] added dtor for sub_bitmap 09B6FD10, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68621] added dtor for sub_bitmap 09B71298, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68643] added dtor for sub_bitmap 09B70208, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68697] added dtor for sub_bitmap 09B70060, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68735] added dtor for sub_bitmap 09B715E8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68759] added dtor for sub_bitmap 09B71790, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68782] added dtor for sub_bitmap 09B70700, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68802] added dtor for sub_bitmap 09B70558, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68829] added dtor for sub_bitmap 09B71938, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68855] added dtor for sub_bitmap 09B708A8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68878] added dtor for sub_bitmap 09B6FEB8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68902] added dtor for sub_bitmap 09B6FB68, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68940] added dtor for sub_bitmap 09B703B0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,68970] added dtor for sub_bitmap 09B72DA8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69000] added dtor for sub_bitmap 09B73798, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69032] added dtor for sub_bitmap 09B723B8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69056] added dtor for sub_bitmap 09B73448, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69096] added dtor for sub_bitmap 09B72560, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69119] added dtor for sub_bitmap 09B72068, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69192] added dtor for sub_bitmap 09B72708, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69220] added dtor for sub_bitmap 09B728B0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69242] added dtor for sub_bitmap 09B72A58, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69271] added dtor for sub_bitmap 09B71D18, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69295] added dtor for sub_bitmap 09B72C00, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69319] added dtor for sub_bitmap 09B73940, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69342] added dtor for sub_bitmap 09B71EC0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69366] added dtor for sub_bitmap 09B72F50, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69390] added dtor for sub_bitmap 09B735F0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69423] added dtor for sub_bitmap 09B71B70, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69449] added dtor for sub_bitmap 09B72210, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69489] added dtor for sub_bitmap 09B730F8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69538] added dtor for sub_bitmap 09B732A0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69572] added dtor for sub_bitmap 09B74710, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69594] added dtor for sub_bitmap 09B73EC8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69629] added dtor for sub_bitmap 09B757A0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69656] added dtor for sub_bitmap 09B74568, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69676] added dtor for sub_bitmap 09B74070, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69714] added dtor for sub_bitmap 09B74218, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69748] added dtor for sub_bitmap 09B748B8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69778] added dtor for sub_bitmap 09B73D20, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69803] added dtor for sub_bitmap 09B743C0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69824] added dtor for sub_bitmap 09B752A8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69845] added dtor for sub_bitmap 09B74A60, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69869] added dtor for sub_bitmap 09B74C08, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69889] added dtor for sub_bitmap 09B75948, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69912] added dtor for sub_bitmap 09B73B78, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69931] added dtor for sub_bitmap 09B74DB0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69953] added dtor for sub_bitmap 09B74F58, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69976] added dtor for sub_bitmap 09B75100, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,69996] added dtor for sub_bitmap 09B75450, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70019] added dtor for sub_bitmap 09B755F8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70058] added dtor for sub_bitmap 09B77A70, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70096] added dtor for sub_bitmap 09B77F68, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70140] added dtor for sub_bitmap 09B782B8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70167] added dtor for sub_bitmap 09B778C8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70187] added dtor for sub_bitmap 09B77C18, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70210] added dtor for sub_bitmap 09B76B88, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70233] added dtor for sub_bitmap 09B77228, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70255] added dtor for sub_bitmap 09B773D0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70275] added dtor for sub_bitmap 09B77720, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70298] added dtor for sub_bitmap 09B787B0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70319] added dtor for sub_bitmap 09B78608, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70340] added dtor for sub_bitmap 09B77DC0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70364] added dtor for sub_bitmap 09B78460, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70383] added dtor for sub_bitmap 09B76D30, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70403] added dtor for sub_bitmap 09B78958, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70423] added dtor for sub_bitmap 09B76ED8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70442] added dtor for sub_bitmap 09B77578, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70467] added dtor for sub_bitmap 09B77080, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70485] added dtor for sub_bitmap 09B78110, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70505] added dtor for sub_bitmap 09B7C618, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70522] added dtor for sub_bitmap 09B7BC28, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70542] added dtor for sub_bitmap 09B7B8D8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70584] added dtor for sub_bitmap 09B7B588, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70625] added dtor for sub_bitmap 09B7BA80, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70664] added dtor for sub_bitmap 09B7B238, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70686] added dtor for sub_bitmap 09B7C2C8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70737] added dtor for sub_bitmap 09B7AB98, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70761] added dtor for sub_bitmap 09B7C968, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70783] added dtor for sub_bitmap 09B7AD40, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70804] added dtor for sub_bitmap 09B7AEE8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70829] added dtor for sub_bitmap 09B7BDD0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70849] added dtor for sub_bitmap 09B7B090, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70871] added dtor for sub_bitmap 09B7BF78, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70891] added dtor for sub_bitmap 09B7B730, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70912] added dtor for sub_bitmap 09B7C120, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70947] added dtor for sub_bitmap 09B7C470, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70966] added dtor for sub_bitmap 09B7B3E0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,70986] added dtor for sub_bitmap 09B7C7C0, func 7CA617D0
